id,study_abroad_institution,program_name,kzoo_course_name,kzoo_discipline,host_insti_course_number,host_insti_course_name,start_year,end_year
781,University of Nairobi ,Kenya,ICRP,ICRP,ICRP,2018,2019
1,Curtin University ,Australia Curtin ,Community Service Workshop,ANSO,XINO 1016,International Study Abroad Community Service,2016,2017
2,Curtin University ,Australia: Curtin ,International Study Abroad- Community Service,ANSO,XINO 1016,International Study Abroad- Community Service,2018,2019
3,Curtin University ,Australia: Curtin ,Introduction to Indigenous Australians,ANSO,INDS 1000,Introduction to Indigenous Australians,2018,2019
4,Curtin University ,Australia: Curtin ,Integrated Systems Anatomy & Physiology,BIOL,HUMB 1001,Integrated Systems Anatomy and Physiology,2018,2019
5,Curtin University ,Australia: Curtin ,Perception,BIOL,BIOL 2005,Perception,2018,2019
6,Curtin University ,Australia: Curtin ,Biochemistry and Cell Biology,BIOL/CHEM,BCCB 2001,Biochemistry and Cell Biology,2018,2019
7,Curtin University ,Australia: Curtin ,Business Law,BUSN,BLAW1004,Business Law,2018,2019
8,Curtin University ,Australia: Curtin ,Fundamentals of Management,BUSN,MGMT 1000,Fundamentals of Management,2018,2019
9,Curtin University ,Australia: Curtin ,Introduction to Public Health ,CGHL,PUBH 1000,Introduction to Public Health ,2018,2019
10,Curtin University ,Australia: Curtin ,Foundations of Biostatistics and Epidemiology,CGHL,EPID 1000,Foundations of Biostatistics and Epidemiology,2018,2019
11,Curtin University ,Australia: Curtin ,Database Systems,COMP,ISYS 1001,Database Systems,2018,2019
12,Curtin University ,Australia: Curtin ,Unix and C Programming,COMP,COMP 1000,Unix and C Programming,2018,2019
13,Curtin University ,Australia: Curtin ,Discovering Marketing ,ECON,MKTG 1000,Discovering Marketing ,2018,2019
14,Curtin University ,Australia: Curtin ,Promoting Physical Activity and Injury Prevention,PED,HLPR 1000,Promoting Physical Activity and Injury Prevention,2018,2019
15,Curtin University ,Australia: Curtin ,Exercise and Sports Psychology,PSYC,PSYC 2004,Exercise and Sports Psychology,2018,2019
16,Curtin University ,Australia: Curtin ,Foundations of Psychology,PSYC,PSYC 1001,Foundations of Psychology,2018,2019
17,Curtin University ,Australia: Curtin ,Introduction to Sexual Attitudes and Values,PSYC,COUN 2000,Introduction to Sexology Attitudes and Values,2018,2019
18,Curtin University ,Australia: Curtin ,Australian Studies ,ANSO,HERI 2002,Australian Studies ,2017,2018
19,Curtin University ,Australia: Curtin ,Private Lives & Public Issues,ANSO,ANTH 2002,Private Lives & Public Issues,2017,2018
20,Curtin University ,Australia: Curtin ,Small Business Planning,BUSN,MGMT 2001,Small Business Planning,2017,2018
21,Curtin University ,Australia: Curtin ,Object Oriented Program Design,COMP,COM 1001,Object Oriented Program Design,2017,2018
22,Curtin University ,Australia: Curtin ,Microeconomic Principles,ECON,ECON 2004,Microeconomic Principles,2017,2018
23,Curtin University ,Australia: Curtin ,Qualitative Techniques for Business,ECON,ECOM 2001,Qualitative Techniques for Business,2017,2018
24,Curtin University ,Australia: Curtin ,Creative Writing ,ENGL,CWRI 1001,Creative Writing,2017,2018
25,Curtin University ,Australia: Curtin ,Culture to Cultures,ENGL,COMS 1003,Culture to Cultures,2017,2018
26,Curtin University ,Australia: Curtin ,Fisheries Science,ENVS,FISH 3000,Fisheries Science,2017,2018
27,Curtin University ,Australia: Curtin ,ICRP: Asia Study Tour,ICRP,ICRP,ICRP (Integrative Cultural Research Project) ,2017,2018
28,Curtin University ,Australia: Curtin ,Integrative Cultural Project ,ICRP,ICRP,ICRP (Integrative Cultural Research Project) ,2017,2018
29,Curtin University ,Australia: Curtin ,Physics of Stars & Galaxies,PHYS,ASTR 2000,Physics of Stars & Galaxies,2017,2018
30,Curtin University ,Australia: Curtin ,Indigenous Cultures and Health,ANSO,INDH 1006,Indigenous Cultures and Health Behaviors,2016,2017
31,Curtin University ,Australia: Curtin ,Intro to Indigenous Australians,ANSO,INDS 1000,Introduction to Indigenous Australians,2016,2017
32,Curtin University ,Australia: Curtin ,Senses of Place ,ANSO,CULT 1000,Senses of Place ,2016,2017
33,Curtin University ,Australia: Curtin ,The Individual in Society ,ANSO,SCWK 1001,The individual in Society,2016,2017
34,Curtin University ,Australia: Curtin ,Brain and Behavior ,BIOL,BIOL 1002,Brain and Behavior ,2016,2017
35,Curtin University ,Australia: Curtin ,Integrated Systems Anatomy & Physiology,BIOL,HUMB 1001,Integrated Systems Anatomy and Physiology,2016,2017
36,Curtin University ,Australia: Curtin ,Analytical Chemistry ,CHEM,FNCE 2000,Analytical Chemistry ,2016,2017
37,Curtin University ,Australia: Curtin ,Terrestrial Ecology ,ECOL,ECEV 2000,Terrestrial Ecology ,2016,2017
38,Curtin University ,Australia: Curtin ,Discovering Marketing ,ECON,MKTG 1000,Discovering Marketing ,2016,2017
39,Curtin University ,Australia: Curtin ,Australian Studies ,ENGL,HERI 2002,Australian Studies ,2016,2017
40,Curtin University ,Australia: Curtin ,Creative Writing ,ENGL,CWRI 1000,Creative Writing ,2016,2017
41,Curtin University ,Australia: Curtin ,Making Meaning ,ENGL,COMS 1005,Making Meanings,2016,2017
42,Curtin University ,Australia: Curtin ,Introduction to Public Health ,HLSC,PUBH 1000,Introduction to Public Health ,2016,2017
43,Curtin University ,Australia: Curtin ,Education Through the Eyes of Contemporary Indigeneity,ICRP,,,2016,2017
44,Curtin University ,Australia: Curtin ,"Pleasure, Power, and Popular Culture ",IDSY,LCST 1003,"Pleasure, Power and Popular Culture",2016,2017
45,Curtin University ,Australia: Curtin ,Intro to Psychology,PSYC,PSYC 1001,Foundations of Psychology,2016,2017
46,Curtin University ,Australia: Curtin ,Sexology,PSYC,COUN 2000,Introduction to Sexology Attitudes and Values,2016,2017
47,Curtin University ,Australia: Curtin ,Technical Theatre Fundamentals,THEA,THTR 2002,Technical Theatre Fundamentals,2016,2017
48,Curtin University ,Australia: Curtin ,Community Service Workshop,ANSO,XINO 1016,International Study Abroad Community Service ,2015,2016
49,Curtin University ,Australia: Curtin ,Community Service Workshop,ANSO,XINO 1016,International Study Abroad - Community Service ,2015,2016
50,Curtin University ,Australia: Curtin ,Indigenous Cultures and Health,ANSO,INDH 1000,Indigenous Cultures and Health,2015,2016
51,Curtin University ,Australia: Curtin ,Indigenous Cultures and Health,ANSO,INDH 1000,Indigenous Cultures and Health ,2015,2016
52,Curtin University ,Australia: Curtin ,Intro to Indigenous Australians,ANSO,INDS 1000,Introduction to Indigenous Australians ,2015,2016
53,Curtin University ,Australia: Curtin ,Functional Anatomy,BIOL,HUMB 1002,Functional Anatomy,2015,2016
54,Curtin University ,Australia: Curtin ,Marine Ecology ,BIOL,MARI 2000,Marine Ecology ,2015,2016
55,Curtin University ,Australia: Curtin ,Perception,BIOL,BIOL 2005,Perception ,2015,2016
56,Curtin University ,Australia: Curtin ,Public Relations Foundations ,BUSN,PUBR 2002,Public Relations Foundations,2015,2016
57,Curtin University ,Australia: Curtin ,Intro to Economics,ECON,ECON 1000,Introductory Economics,2015,2016
58,Curtin University ,Australia: Curtin ,Introduction to Accounting ,ECON,ACCT 1000,Introduction to Accounting,2015,2016
59,Curtin University ,Australia: Curtin ,Introduction to Finance Priniciples ,ECON,FNCE 2000,Introduction to Finance Principles ,2015,2016
60,Curtin University ,Australia: Curtin ,Intro Screen Cultures ,ENGL,SCST 1000,Introduction to Screen Cultures,2015,2016
61,Curtin University ,Australia: Curtin ,Narrating Selves ,ENGL,CWRI 1003,Narrating Selves ,2015,2016
62,Curtin University ,Australia: Curtin ,Popular Fiction and the Social ,ENGL,CWRI 2004,Popular Fiction and the Social ,2015,2016
63,Curtin University ,Australia: Curtin ,World Cinemas ,ENGL,SCST 2000,World Cinemas ,2015,2016
64,Curtin University ,Australia: Curtin ,Writing Screenplays for Short Drama,ENGL,SCWR 2002,Writing Screenplays for Short Drama ,2015,2016
65,Curtin University ,Australia: Curtin ,Climate Change and Adaptation: Intro ,ENVS,ENST 1000,Climate Change and Adaptation ,2015,2016
66,Curtin University ,Australia: Curtin ,Env and Coastal Planning ,ENVS,URDE 1004,Enviornmental and Coastal Planning ,2015,2016
67,Curtin University ,Australia: Curtin ,Presentation for Broadcast ,MDST,JOUR 3002,Presentation for Broadcast ,2015,2016
68,Curtin University ,Australia: Curtin ,Planetary Science ,PHYS,ASTR 1002,Planetary Science ,2015,2016
69,Curtin University ,Australia: Curtin ,Child Developmental Psychology ,PSYC,PSYC 2003,Child Developmental Psychology ,2015,2016
70,Curtin University ,Australia: Curtin ,Intro to Psychology,PSYC,PSYC 1000,Introduction to Psychology ,2015,2016
71,Curtin University ,Australia: Curtin ,Introduction to Business Information Systems,COMP,ISYS 1000,Introduction to Business Information Systems,2018,2019
72,University of Botswana,Botswana ,Intro to Criminology ,ANSO,CJS 121,Introduction to Criminology ,2015,2016
73,University of Botswana,Botswana ,Social Work with Youth ,ANSO,DSW 103,Social Work with Youth ,2015,2016
74,University of Botswana,Botswana ,Modern Britain,HIST ,HIS 435,"Modern Britain: Nation, Class, Gender, Race",2015,2016
75,University of Botswana,Botswana ,The Rise of Europe to World Dominance,HIST ,HIS 211,The Rise of Europe to World Dominance,2015,2016
76,University of Botswana,Botswana ,Language Instruction I - Setswana ,LANG,ALL 132 ,Language Instruction I,2015,2016
77,University of Botswana,Botswana ,Psychology of Religion ,RELG,TRS 309,Psychology of Religion ,2015,2016
78,University of Botswana,Botswana ,Religions of Botswana ,RELG,TRS 103,Religions of Botswana ,2015,2016
79,University of Botswana,Botswana ,Theologies of Gender ,RELG,TRS 204,Theologies of Gender ,2015,2016
80,University of Botswana,Botswana ,A Study of Social Dramas,THEA,ALL 252,Rites of Passage: A Study of Social Dramas,2015,2016
81,University of Botswana,Botswana ,Production Workshop I ,THEA,BFA 221,Production Workshop I ,2015,2016
82,Pontifica Universidad Catolica de Chile,Chile,Chilean Art & Society in the Pre-Historic Era,HIST ,DE VALP-HIS5541,Chilean Art & Society in the Pre-Historic Era,2016,2017
83,Pontifica Universidad Catolica de Chile,Chile,Urban History and Regional History of Valparaiso ,HIST ,DE VALP-HIS557 ,Urban History and Regional History of Valparaiso ,2016,2017
84,Pontifica Universidad Catolica de Chile,Chile,Globalization and Integration of Latin America ,IDSY,DE VALP-PIIE563,Globalization and Integration of Latin America ,2016,2017
85,Pontifica Universidad Catolica de Chile,Chile,Intercultural Communication and Leadership,IDSY,COMM 3301 VALP ,Intercultural Communication and Leadership,2016,2017
86,Pontifica Universidad Catolica de Chile,Chile,Global Justice ,ANSO,DE PUC-ICP0207,Global Justice ,2015,2016
87,Pontifica Universidad Catolica de Chile,Chile,Globalization and Integration of Latin America ,ANSO,DE VALP-PIIE563,Globalization and Integration in Latin America ,2015,2016
88,Pontifica Universidad Catolica de Chile,Chile,Modernity and Social Problems ,ANSO,DE VALP-TSL253,Modernity and Social Problems ,2015,2016
89,Pontifica Universidad Catolica de Chile,Chile,"Population, Development, and Public Policies",ANSO,DE UDP-CFG2224,"Population, Development, and Public Policies",2015,2016
90,Pontifica Universidad Catolica de Chile,Chile,Transnational Migrations ,ANSO,DE UDP-SOC9090,"Transnational Migrations: Global Paradoxes, Local Challenges  ",2015,2016
91,Pontifica Universidad Catolica de Chile,Chile,Contemporary Art History ,ARTX,DE VALP-HIS199,Contemporary Art History ,2015,2016
92,Pontifica Universidad Catolica de Chile,Chile,Economic Politics ,ECON,DE UC-ECO255,Economic Politics ,2015,2016
93,Pontifica Universidad Catolica de Chile,Chile,Enviornmental Bioethics Workshop ,ENVS,DE VALP-ICR080,Enviornmental Bioethics Workshop ,2015,2016
94,Pontifica Universidad Catolica de Chile,Chile,Geographic Cultural History of Contemporary Chile ,HIST ,HIST 3003 VALP ,Chilie: Contemporary History and Cultural Geography ,2015,2016
95,Pontifica Universidad Catolica de Chile,Chile,The Documentary in Latin America ,MDST,DE UDP-CFG2208,The Documentary in Latin American: A Social Story ,2015,2016
96,Pontifica Universidad Catolica de Chile,Chile,Electroacoustic Music 2,MUSC,DE VALP - MUS328,Electroacoustic Music 2,2015,2016
97,Pontifica Universidad Catolica de Chile,Chile,Chilean Political and Electoral History ,POLS ,DE VALP-HIS085,Chilean Political and Electoral History ,2015,2016
98,Pontifica Universidad Catolica de Chile,Chile,Human Rights in Chilie ,POLS ,LAST 3008 CSLC ,Human Rights in Chilie ,2015,2016
99,Pontifica Universidad Catolica de Chile,Chile,20th Century Chilean Poetry ,SPAN,DE VALP - LCL531,Twentieth-Century Chilean Poetry ,2015,2016
100,Pontifica Universidad Catolica de Chile,Chile,20th Century Chilean Poetry ,SPAN,DE VALP-LCL531,Twentieth-Century Chilean Poetry ,2015,2016
101,Pontifica Universidad Catolica de Chile,Chile,Advanced Spanish Communication and Chilean Culture ,SPAN,DE VALP-PIIE340,Advanced Spanish Communication and Chilean Culture ,2015,2016
102,Pontifica Universidad Catolica de Chile,Chile,Advanced Spanish Language I,SPAN,SPAN 4001 CSLC ,Advanced Spanish Language I,2015,2016
103,Pontifica Universidad Catolica de Chile,Chile,Advanced Spanish Writing ,SPAN,DE VALP-PIIE350,Advanced Spanish Writing ,2015,2016
104,Pontifica Universidad Catolica de Chile,Chile,Intermediate Spanish Communication & Chilean Culture ,SPAN,DE VALP - PIIE240,Intermediate Spanish Communnication & Chilean Culture ,2015,2016
105,Pontifica Universidad Catolica de Chile,Chile,"Valparaiso: History, Cinema, Literature ",SPAN,LAST 3006 VALP,"Valparaiso: History, Cinema, Literature ",2015,2016
106,Pontifica Universidad Catolica de Chile,Chile,Valparaiso: Urban and Regional History,SPAN,DE VALP-HIS557,Urban History and Regional History of Valparaiso ,2015,2016
107,Pontifica Universidad Catolica de Chile,Chile,Writing of History in Chilean Film ,SPAN,DE UDP-CFG2194,The Writing of History in Chilean Film ,2015,2016
108,Pontifica Universidad Catolica de Chile,Chile,Traditional Chilean Dances ,THEA,DE VALP - MUS084,Traditional Chilean Dances ,2015,2016
109,Pontifica Universidad Catolica de Chile,Chile,Fitness: Weightlifting ,PED,DE PUC-DPT5000,Fitness: Weightlifting I,2018,2019
110,Pontifica Universidad Catolica de Chile,Chile,Topics in Political Theory,POLS ,DE PUC-ICP0205,Topics in Political Theory,2018,2019
111,Pontifica Universidad Catolica de Chile,Chile,Introduction to International Relations,POLS ,DE PUC-ICP0301,Introduction to International Relations,2018,2019
112,Pontifica Universidad Catolica de Chile,Chile,Defense Policy and its Challenges in the Current International Scenario,POLS ,DE PUC-ICP0325,Defense Policy and its Challenges in the Current International Scenario,2018,2019
113,Pontifica Universidad Catolica de Chile,Chile,Human Safety and its Threats,POLS ,DE PUC-ICP0335,Human Safety and its Threats,2018,2019
114,Pontifica Universidad Catolica de Chile,Chile,Chilean Folklore,SPAN,DE PUC-ESO008,Chilean Folklore,2018,2019
115,Pontifica Universidad Catolica de Chile,Chile,Aesthetics of Cinema,MDST,DE PUC-EST241D,Aesthetics of Cinema,2018,2019
116,Pontifica Universidad Catolica de Chile,Chile,Chilean and Hispanic American Essay,SPAN,DE PUC-LET201E,Chilean and Hispanic American Essay,2018,2019
117,Pontifica Universidad Catolica de Chile,Chile,Narrative Texts Analysis,SPAN,DE PUC-LET224E,Narrative Texts Analysis,2018,2019
118,Pontifica Universidad Catolica de Chile,Chile,Cinema from Literature,SPAN,DE PUC-LET243E,Cinema from Literature,2018,2019
119,Pontifica Universidad Catolica de Chile,Chile,Lithography,ARTX,DE PUC-ARO107G,Lithography,2018,2019
120,Pontifica Universidad Catolica de Chile,Chile,Art and Public Spaces,ARTX,DE PUC-ARO109T,Art in Public Spaces: From Land Art to Net Art,2018,2019
121,Pontifica Universidad Catolica de Chile,Chile,Research Seminar,HIST ,DE UDP-HIS4032,Research Seminar: Chile II,2018,2019
122,Pontifica Universidad Catolica de Chile,Chile,Decolonial Theories,CES,DE UDP-SOC9092,Decolonial Theories,2018,2019
123,Pontifica Universidad Catolica de Chile,Chile,Chile: Contemporary History and Cultural Geography,HIST ,HIST 3003 VALP,Chile: Contemporary History and Cultural Geography,2018,2019
124,Pontifica Universidad Catolica de Chile,Chile,Operating Systems,COMP,DE VALP- ICI2341,Operating Systems,2018,2019
125,Pontifica Universidad Catolica de Chile,Chile,Software System Modeling,COMP,DE VALP- ICI3242,Software System Modeling,2018,2019
126,Pontifica Universidad Catolica de Chile,Chile,Web Engineering,COMP,DE VALP- INF3240,Web Engineering,2018,2019
127,Pontifica Universidad Catolica de Chile,Chile,Advanced Spanish Communication & Chilean Culture,SPAN,DE VALP- PIIE340,Advanced Spanish Communication & Chilean Culture,2018,2019
128,Pontifica Universidad Catolica de Chile,Chile,"Valparaiso: History, Cinema, & Literature",SPAN,LAST 3006 VALP,"Valparaiso: History, Cinema, & Literature",2018,2019
129,Pontifica Universidad Catolica de Chile,Chile,Intermediate Spanish Grammar for Foreigners,SPAN,DE VALP- PIIE260,Intermediate Spanish Grammar for Foreigners,2018,2019
130,Pontifica Universidad Catolica de Chile,Chile,Psychology of Children and Adolescents,PSYC,DE VALP- PSI1201,Psychology of Children and Adolescents,2018,2019
131,Pontifica Universidad Catolica de Chile,Chile,Adult Psychology,PSYC,DE VALP- PSI404,Adult Psychology,2018,2019
132,Capital Normal University ,China: CET ,Classical Chinese Stories,CHIN,CL 501,Classical Chinese Stories,2017,2018
133,Capital Normal University ,China: CET ,Music in China,CHIN,CL 501,Music in China,2017,2018
134,Capital Normal University ,China: CET ,Fast Fashion Market & the Influence of Foreign Brands in China,ICRP,ICRP,ICRP (Fast Fashion Market & the Influence of Foreign Brands in China),2017,2018
135,Capital Normal University ,China: CET ,Hidden Hands: Informal Recycling in China,ICRP,ICRP,ICRP (Hidden Hands: Informal Recycling in China),2017,2018
136,Capital Normal University ,China: CET ,Is Sharing Really Caring?,ICRP,ICRP,ICRP (Is Sharing Really Caring?),2017,2018
137,Capital Normal University ,China: CET ,Path to Peace: An Exploration of Gender Roles & Gender-Based Violence in the Chinese Contact,ICRP,ICRP,ICRP (Path to Peace: An Exploration of Gender Roles & Gender-Based Violence in the Chinese Contact),2017,2018
138,Capital Normal University ,China: CET ,The Emergence of Civil Society in China Through the Lens of Environmental NGOs in Beijing,ICRP,ICRP,ICRP (The Emergence of Civil Society in China Through the Lens of Environmental NGOs in Beijing),2017,2018
139,Capital Normal University ,China: CET ,"The Intersection of eSports, the Hukou System and Chinese Nationalism",ICRP,ICRP,"ICRP (The Intersection of eSports, the Hukou System and Chinese Nationalism)",2017,2018
140,Capital Normal University ,China: CET ,Trying Out Traditional Chinese Painting & Calligraphy,ICRP,ICRP,ICRP (Trying out Traditional Chinese Painting and Calligraphy),2017,2018
141,Capital Normal University ,China: CET ,Advanced Chinese ,CHIN,CL 401,Advanced Chinese ,2016,2017
142,Capital Normal University ,China: CET ,Compsition ,CHIN,CL 420,Compsition ,2016,2017
143,Capital Normal University ,China: CET ,Conversation Seminar ,CHIN,CL 325,Conversation Seminar ,2016,2017
144,Capital Normal University ,China: CET ,Intermediate Chinese ,CHIN,CL 201,Intermediate Chinese ,2016,2017
145,Capital Normal University ,China: CET ,Intermediate High Chinese ,CHIN,CL 261,Intermediate High Chinese ,2016,2017
146,Capital Normal University ,China: CET ,Intermediate High Chinese (Intensive) ,CHIN,JN 311,Intermediate High Chinese ,2016,2017
281,Universidad San Francisco de Quito,Ecuador: Quito,Volleyball ,PE,DEP 0153,Volleyball ,2015,2016
147,Capital Normal University ,China: CET ,Introduction to Chinese Newspaper Reading ,CHIN,CL413,Introduction to Chinese Newspaper Reading ,2016,2017
148,Capital Normal University ,China: CET ,One-on-Two Drill ,CHIN,CL320,One-on-Two Drill ,2016,2017
149,Capital Normal University ,China: CET ,One-on-Two Drill ,CHIN,CL 320,One-on-Two Drill ,2016,2017
150,Capital Normal University ,China: CET ,Pre-Advanced Chinese ,CHIN,CL 301,Pre-Advanced Chinese ,2016,2017
151,Capital Normal University ,China: CET ,Selected Readings in Modern Literature ,CHIN,CL410,Selected Readings in Modern Literature ,2016,2017
152,Capital Normal University ,China: CET ,Enviornmental Issues in China ,EAST,CS 276,Enviornmental Issues in China ,2016,2017
153,Capital Normal University ,China: CET ,Seminar: Chinas Tech Boom ,EAST,CL501,Discussions on China's Tech Boom,2016,2017
154,Capital Normal University ,China: CET ,Understanding Modern China,EAST,CS 250 ,"Understanding Modern China: History, Culture and Politics",2016,2017
155,Capital Normal University ,China: CET ,"Understanding Modern China: History, Culture and Politics",EAST,CS 250,"Understanding Modern China: History, Culture and Politics",2016,2017
156,Capital Normal University ,China: CET ,Teaching Beginning Level Chinese ,EDUC,CL 501,Teaching Beginning Level Chinese ,2016,2017
157,Capital Normal University ,China: CET ,Internship,IDSY,CS/INTS 210,Internship,2016,2017
158,Capital Normal University ,China: CET ,Advanced Beginning Chinese ,CHIN,CL 151,Advanced Beginning Chinese ,2015,2016
159,Capital Normal University ,China: CET ,Business Chinese ,CHIN,CL 380,Business Chinese ,2015,2016
160,Capital Normal University ,China: CET ,Chinese Monetary Policy ,CHIN,CL 501,Chinese Monetary Policy ,2015,2016
161,Capital Normal University ,China: CET ,Intermediate Chinese ,CHIN,CL 201 ,Intermediate Chinese ,2015,2016
162,Capital Normal University ,China: CET ,Intro to Chinese Newspaper Reading ,CHIN,CL 413,Introduction to Chinese Newspaper Reading ,2015,2016
163,Capital Normal University ,China: CET ,Traditional Chinese Medicine and China's Healthcare System ,EAST,CS 280,Traditional Chinese Medicine and China's Healthcare System ,2015,2016
164,Capital Normal University ,China: CET ,Intro to Enviornmental Engineering,ENVS,CL 501,Introduction to Enviornmental Engineering ,2015,2016
165,Capital Normal University ,China: CET ,Politics in China ,POLS ,CS 270,Politics in China ,2015,2016
166,Capital Normal University ,China: CET ,Discovering China Through Film,EAST,CS 285,Discovering China Through Film,2015,2016
167,Costa Rica: International Center for Developmental Studies,Costa Rica,Community Engagement & Devleopment: A Service Learning Course,ANSO,SAJ-01,Community Engagement & Development: A Service Learning Course,2018,2019
168,Costa Rica: International Center for Developmental Studies,Costa Rica,Sustainable Tourism and Local Development,ANSO,SAHD-03,Sustainable Tourism and Local Development,2018,2019
169,Costa Rica: International Center for Developmental Studies,Costa Rica,Human Rights in Latin America: A Critical Approach,ANSO,SAJ-02,Human Rights in Latin America: A Critical Approach,2018,2019
170,Costa Rica: International Center for Developmental Studies,Costa Rica,Development in Latin America from a Gender Perspective,ANSO,SAJ-03,Development in Latin America from a Gender Perspective,2018,2019
171,Costa Rica: International Center for Developmental Studies,Costa Rica,Rural and Urban Sustainable Development: Global and Local Perspectives,ECON,SAHD-04,Rural and Urban Sustainable Development: Global and Local Perspectives,2018,2019
172,Costa Rica: International Center for Developmental Studies,Costa Rica,Spanish Language- Advanced,SPAN,ULSP-03,Spanish Language- Advanced,2018,2019
173,Costa Rica: International Center for Developmental Studies,Costa Rica,An Analysis of the Arts Community Representations in Costa Rica,ICRP,ICRP,ICRP (An Analysis of the Arts Community Representations in Costa Rica),2017,2018
213,Universidad San Francisco de Quito,Ecuador: Quito,Improvisation,THEA,DAN 1001,Improvisation,2018,2019
174,Costa Rica: International Center for Developmental Studies,Costa Rica,Internships at Art NGOs,ICRP,ICRP,ICRP (Internships at Art NGOs),2017,2018
175,Costa Rica: International Center for Developmental Studies,Costa Rica,Democracy in Central America: An Ongoing Questions,POLS ,SAJ- 04,Democracy in Central America: An Ongoing Question,2017,2018
176,Costa Rica: International Center for Developmental Studies,Costa Rica,Community Engagment & Sustainable Human Development ,ANSO,SAJ - 01,Community Engagment and Sustainable Human Development: A Service-Learning Course ,2016,2017
177,Costa Rica: International Center for Developmental Studies,Costa Rica,Human Rights in Latin America: A Critical Approach ,ANSO,SAJ - 02,Human Rights in Latin America: A Critical Approach,2016,2017
178,Costa Rica: International Center for Developmental Studies,Costa Rica,Tropical Diseases in Latin America ,BIOL,HS - 03,Economics of Health Care Systems ,2016,2017
179,Costa Rica: International Center for Developmental Studies,Costa Rica,Tropical Diseases in Latin America ,BIOL,HS - 04,Tropical Diseases in Latin America ,2016,2017
180,Costa Rica: International Center for Developmental Studies,Costa Rica,Tropical Diseases in Latin America ,BIOL,HS - 02,Tropical Diseases in Latin America ,2016,2017
181,Costa Rica: International Center for Developmental Studies,Costa Rica,Health and Vulnerable Populations in Latin America ,CGHL,HS - 02,Health and Vulnerable Populations in Latin America ,2016,2017
182,Costa Rica: International Center for Developmental Studies,Costa Rica,Health Care Systems in Latin America ,CGHL,HS - 01,Health Care Systems in Latin America ,2016,2017
183,Costa Rica: International Center for Developmental Studies,Costa Rica,Rural and Urban Sustainable Development ,ECON,SAHD - 04,Rural and Urban Sustainable Development: Global and Local Perspectives ,2016,2017
184,Costa Rica: International Center for Developmental Studies,Costa Rica,Current Enviornmental Issues in Latin America ,ENVS,SAHD - 02,Current Enviornmental Issues in Latin America ,2016,2017
185,Costa Rica: International Center for Developmental Studies,Costa Rica,Advanced Spanish I - Oral Communication ,SPAN,ULSP - 03,Advanced Spanish - Advanced Oral Communication ,2016,2017
186,Costa Rica: International Center for Developmental Studies,Costa Rica,Intermediate Spanish I ,SPAN,ULSP - 02,Intermediate Spanish I,2016,2017
187,Costa Rica: International Center for Developmental Studies,Costa Rica,Intermediate Spanish II ,SPAN,ULSP-02,Intermediate Spanish II ,2016,2017
188,Costa Rica: International Center for Developmental Studies,Costa Rica,Spanish for Health Sciences - Intermediate ,SPAN,SPHS - 02,Spanish for Health Sciences - Intermediate,2016,2017
189,Costa Rica: International Center for Developmental Studies,Costa Rica,Spanish for Health Sciences - Advanced ,SPAN,SPHS - 03,Spanish for Health Sciences - Advanced ,2016,2017
190,Costa Rica: International Center for Developmental Studies,Costa Rica,Comm Engagment and Local Development ,ANSO,SAJ - 01,Community Engagment and Local Development: A Service Learning Course  ,2015,2016
191,Costa Rica: International Center for Developmental Studies,Costa Rica,"Culture, Community Engagment, and Sustainable Development in Central America",ANSO,SAC - 01,"Culture, Community Engagment, and Sustainable Development in Central America",2015,2016
192,Costa Rica: International Center for Developmental Studies,Costa Rica,Gender and Development in Latin America ,ANSO,SAJ - 03,Development in Latin America from a Gender Perspective,2015,2016
193,Costa Rica: International Center for Developmental Studies,Costa Rica,Human Rights in Latin America ,ANSO,SAJ - 02,Human Rights in Latin America: A Critical Approach ,2015,2016
194,Costa Rica: International Center for Developmental Studies,Costa Rica,Sustainable Tourism and Local Development ,ANSO,SAHD - 03,Sustainable Tourism and Local Development ,2015,2016
195,Costa Rica: International Center for Developmental Studies,Costa Rica,Economics of Health Care Systems ,ECON,HS-03,Economics of Health Care Systems ,2015,2016
196,Costa Rica: International Center for Developmental Studies,Costa Rica,Health Care Systems and Vulnerable Populations in Latin America,IDSY,HS-02,Health and Vulnerable Populations in Latin America ,2015,2016
197,Costa Rica: International Center for Developmental Studies,Costa Rica,Advanced Spanish I - Oral Communication ,SPAN,ULSP - 03,Advanced Spanish - Oral Communication ,2015,2016
198,Costa Rica: International Center for Developmental Studies,Costa Rica,Intermediate Spanish I ,SPAN,ULSP - 02,Intermediate Spanish I ,2015,2016
199,Costa Rica: International Center for Developmental Studies,Costa Rica,Intermediate Spanish II ,SPAN,SPC - 02 ,Intermediate Spanish II ,2015,2016
200,Costa Rica: International Center for Developmental Studies,Costa Rica,Intermediate Spanish II ,SPAN,SPC - 02 ,Intermediate Spanish I,2015,2016
201,Costa Rica: International Center for Developmental Studies,Costa Rica,Latin America: A Mirror of Reality through Film ,SPAN,SAC - 02,Latin America: A Mirror of Reality through Film ,2015,2016
202,Costa Rica: International Center for Developmental Studies,Costa Rica,Spanish for Health Sciences - Advanced ,SPAN,SPHS- 03,Spanish for Health Sciences - Advanced ,2015,2016
203,Costa Rica: International Center for Developmental Studies,Costa Rica,Health Care Systems in Latin America ,ANSO,HS-01,Health Care Systems in Latin America ,2018,2019
